Species,Chromosome,Gene,CoordinateStart,CoordinateEnd
Doryteuthis,Dpe14,Dopeav2050573m,94409380,94439091
Doryteuthis,Dpe02,Dopeav2004666m,24745297,24749208
Doryteuthis,Dpe11,Dopeav2038294m,33282610,33283409
Doryteuthis,Dpe16,Dopeav2058488m,77781624,77836132
Doryteuthis,scDpe0424,Dopeav2137919m,28309,35878
Doryteuthis,Dpe18,Dopeav2062776m,766162,766914
Doryteuthis,Dpe03,Dopeav2009237m,34099910,34233713
Doryteuthis,Dpe28,Dopeav2094134m,48370233,48425163
Doryteuthis,Dpe14,Dopeav2049733m,63309644,63310180
Doryteuthis,Dpe15,Dopeav2056196m,121936929,121951103
Doryteuthis,Dpe03,Dopeav2009832m,58515325,58749769
Doryteuthis,Dpe42,Dopeav2128556m,15418644,15420489
Doryteuthis,Dpe41,Dopeav2127609m,50590922,50704950
Doryteuthis,Dpe46,Dopeav2135776m,18766102,18779991
Doryteuthis,Dpe07,Dopeav2025790m,84176911,84179569
Doryteuthis,Dpe23,Dopeav2080147m,85570153,85593431
Doryteuthis,Dpe46,Dopeav2135684m,15664518,15764044
Doryteuthis,Dpe09,Dopeav2032681m,85352326,85498808
Doryteuthis,Dpe10,Dopeav2037224m,125674753,125675748
Doryteuthis,Dpe09,Dopeav2031939m,53271761,53306596
Doryteuthis,Dpe01,Dopeav2003821m,148564079,148614196
Doryteuthis,Dpe07,Dopeav2025788m,84151248,84176633
Doryteuthis,Dpe27,Dopeav2092087m,74206990,74227562
Doryteuthis,Dpe24,Dopeav2082418m,57048551,57184110
Doryteuthis,Dpe38,Dopeav2120612m,44868419,44869623
Doryteuthis,Dpe03,Dopeav2008751m,14360493,14360852
Doryteuthis,Dpe34,Dopeav2111405m,57927262,57940911
Doryteuthis,Dpe24,Dopeav2082431m,57784236,57834113
Doryteuthis,Dpe41,Dopeav2127418m,45972903,45974272
Doryteuthis,Dpe21,Dopeav2073359m,52716822,52829913
Doryteuthis,Dpe15,Dopeav2055053m,95168866,95177921
Doryteuthis,Dpe15,Dopeav2054050m,73741043,73772176
Doryteuthis,Dpe30,Dopeav2100479m,63282246,63434212
Doryteuthis,Dpe05,Dopeav2018820m,108463463,108500645
Doryteuthis,Dpe13,Dopeav2047908m,112461579,112685260
Doryteuthis,Dpe25,Dopeav2084735m,33266393,33381009
Doryteuthis,Dpe37,Dopeav2118805m,50969190,50993598
Doryteuthis,Dpe15,Dopeav2054351m,80188286,80282799
Doryteuthis,Dpe24,Dopeav2082609m,63723457,63796196
Doryteuthis,Dpe39,Dopeav2122151m,24450448,24507063
Doryteuthis,Dpe13,Dopeav2045427m,20005669,20350469
Doryteuthis,Dpe35,Dopeav2112985m,29537399,29537971
Doryteuthis,Dpe33,Dopeav2107607m,23819287,23848326
Doryteuthis,Dpe37,Dopeav2117343m,5082147,5082587
Doryteuthis,Dpe03,Dopeav2011080m,110359723,110440633
Doryteuthis,Dpe16,Dopeav2056765m,19678130,19786454
Doryteuthis,Dpe31,Dopeav2102756m,48496320,48571507
Doryteuthis,Dpe04,Dopeav2012486m,14010504,14276064
Doryteuthis,Dpe03,Dopeav2011098m,110869048,111172113
Doryteuthis,Dpe21,Dopeav2072127m,8005820,8016152
Doryteuthis,Dpe25,Dopeav2084625m,29897440,29926707
Doryteuthis,Dpe27,Dopeav2092427m,83293006,83495090
Doryteuthis,Dpe24,Dopeav2082238m,50666089,50666632
Doryteuthis,Dpe19,Dopeav2066723m,21987976,21988625
Doryteuthis,Dpe11,Dopeav2039931m,88665477,88736019
Doryteuthis,Dpe02,Dopeav2006353m,79070732,79071160
Doryteuthis,Dpe37,Dopeav2118288m,34138677,34221634
Doryteuthis,Dpe24,Dopeav2082211m,49914407,49917143
Doryteuthis,Dpe02,Dopeav2007306m,112866861,112969498
Doryteuthis,Dpe16,Dopeav2057098m,30220018,30459238
Doryteuthis,Dpe29,Dopeav2096433m,27566680,27567150
Doryteuthis,Dpe05,Dopeav2018305m,87461820,87478504
Doryteuthis,Dpe20,Dopeav2071000m,77886371,78033481
Doryteuthis,Dpe44,Dopeav2132525m,22356414,22407318
Doryteuthis,Dpe06,Dopeav2022551m,95180623,95209417
Doryteuthis,Dpe05,Dopeav2017843m,66599430,66604911
Doryteuthis,Dpe19,Dopeav2068498m,89930175,89931283
Doryteuthis,Dpe15,Dopeav2052694m,39426333,39427328
Doryteuthis,Dpe31,Dopeav2103539m,70751658,70753269
Doryteuthis,Dpe02,Dopeav2007981m,138928039,138952326
Doryteuthis,Dpe29,Dopeav2095770m,7274252,7308494
Doryteuthis,Dpe30,Dopeav2100742m,71841728,72104957
Doryteuthis,Dpe46,Dopeav2136263m,33426874,33429738
Doryteuthis,Dpe15,Dopeav2055108m,96202600,96203370
Doryteuthis,Dpe16,Dopeav2058443m,76758089,76792725
Doryteuthis,Dpe16,Dopeav2057906m,57226412,57227340
Doryteuthis,Dpe17,Dopeav2060396m,32210666,32230728
Doryteuthis,Dpe15,Dopeav2055741m,109453017,109453565
Doryteuthis,Dpe08,Dopeav2029422m,84679155,84978781
Doryteuthis,Dpe06,Dopeav2023418m,126510687,126599379
Doryteuthis,Dpe26,Dopeav2087564m,26459761,26484721
Doryteuthis,Dpe13,Dopeav2045685m,28696181,28703885
Doryteuthis,Dpe26,Dopeav2087457m,23549589,23647204
Doryteuthis,Dpe02,Dopeav2007480m,121584520,121585128
Doryteuthis,Dpe08,Dopeav2029659m,94499667,94500499
Doryteuthis,Dpe13,Dopeav2047200m,78461331,78624347
Doryteuthis,Dpe01,Dopeav2001778m,71387804,71461974
Doryteuthis,Dpe11,Dopeav2040194m,94697437,94698276
Doryteuthis,Dpe36,Dopeav2115004m,17687973,17785737
Doryteuthis,Dpe17,Dopeav2060619m,39865572,39921761
Doryteuthis,Dpe10,Dopeav2037143m,123299140,123454019
Doryteuthis,Dpe19,Dopeav2067602m,53071469,53091414
Doryteuthis,Dpe01,Dopeav2003806m,148335599,148348662
Doryteuthis,Dpe11,Dopeav2038927m,58465559,58466032
Doryteuthis,Dpe24,Dopeav2082848m,71496434,71497002
Doryteuthis,Dpe09,Dopeav2031581m,42569269,42570053
Doryteuthis,Dpe17,Dopeav2062485m,98801392,98818087
Doryteuthis,Dpe25,Dopeav2084027m,11851948,11852702
Doryteuthis,Dpe28,Dopeav2095524m,87477620,87479761
Doryteuthis,Dpe03,Dopeav2010395m,82229288,82248247
Doryteuthis,Dpe41,Dopeav2127848m,55874800,56309403
Doryteuthis,Dpe32,Dopeav2105710m,56588341,56590395
Doryteuthis,Dpe06,Dopeav2023609m,134166051,134201990
Doryteuthis,Dpe32,Dopeav2105766m,57864066,57893238
Doryteuthis,Dpe18,Dopeav2062801m,1718410,1747049
Doryteuthis,Dpe39,Dopeav2122564m,36155389,36171054
Doryteuthis,Dpe44,Dopeav2133394m,45839970,45840224
Doryteuthis,Dpe15,Dopeav2055207m,98315600,98334778
Doryteuthis,Dpe15,Dopeav2054864m,91350031,91350597
Doryteuthis,Dpe18,Dopeav2064009m,41963298,41963833
Doryteuthis,Dpe27,Dopeav2089698m,5095127,5112437
Doryteuthis,Dpe27,Dopeav2090239m,21998136,21999894
Doryteuthis,Dpe03,Dopeav2009856m,59116743,59134182
Doryteuthis,Dpe42,Dopeav2128532m,14557475,14562132
Doryteuthis,Dpe02,Dopeav2007321m,113620256,113620708
Doryteuthis,Dpe19,Dopeav2067751m,57540641,57576860
Doryteuthis,Dpe09,Dopeav2031600m,43299468,43299758
Doryteuthis,Dpe15,Dopeav2052063m,22674074,22677777
Doryteuthis,Dpe27,Dopeav2090608m,33098065,33111825
Doryteuthis,Dpe46,Dopeav2135479m,9565199,9615703
Doryteuthis,Dpe41,Dopeav2127930m,57688835,57744597
Doryteuthis,Dpe21,Dopeav2073863m,68853308,68873640
Doryteuthis,Dpe13,Dopeav2044975m,133294,145938
Doryteuthis,Dpe02,Dopeav2007020m,102518317,102581038
Doryteuthis,Dpe03,Dopeav2009242m,34405568,34439947
Doryteuthis,Dpe33,Dopeav2107005m,8624701,8625743
Doryteuthis,Dpe20,Dopeav2071326m,88308464,88313075
Doryteuthis,Dpe02,Dopeav2007291m,112527576,112562885
Doryteuthis,Dpe18,Dopeav2063913m,38783629,38872265
Doryteuthis,Dpe14,Dopeav2048775m,22877999,23006996
Doryteuthis,Dpe06,Dopeav2023238m,120740784,120836612
Doryteuthis,Dpe10,Dopeav2036712m,106951645,106967455
Doryteuthis,Dpe06,Dopeav2023211m,120545108,120662009
Doryteuthis,Dpe05,Dopeav2016179m,6215646,6216095
Doryteuthis,Dpe28,Dopeav2094330m,54801560,54957238
Doryteuthis,Dpe35,Dopeav2114309m,66906797,67302575
Doryteuthis,Dpe16,Dopeav2057921m,57869991,57870720
Doryteuthis,Dpe06,Dopeav2020903m,37765165,37902293
Doryteuthis,Dpe28,Dopeav2094018m,44875033,44875269
Doryteuthis,Dpe28,Dopeav2094031m,45469070,45469801
Doryteuthis,Dpe33,Dopeav2108764m,58609397,58609654
Doryteuthis,Dpe36,Dopeav2115783m,38186524,38208692
Doryteuthis,Dpe02,Dopeav2005453m,50503226,50507455
Doryteuthis,Dpe24,Dopeav2082930m,73876617,73901678
Doryteuthis,Dpe05,Dopeav2018587m,99120785,99136535
Doryteuthis,Dpe11,Dopeav2038120m,27528023,27534823
Doryteuthis,Dpe27,Dopeav2092685m,88441197,88466854
Doryteuthis,Dpe35,Dopeav2112800m,22846466,22855810
Doryteuthis,scDpe0872,Dopeav2138105m,12622,21809
Doryteuthis,Dpe32,Dopeav2104964m,33616327,33670334
Doryteuthis,Dpe06,Dopeav2020571m,27071862,27086083
Doryteuthis,Dpe12,Dopeav2044587m,109475720,109475974
Doryteuthis,Dpe35,Dopeav2113447m,45198392,45198949
Doryteuthis,Dpe02,Dopeav2005857m,63113249,63290919
Doryteuthis,Dpe36,Dopeav2115474m,29780884,29866659
Doryteuthis,Dpe02,Dopeav2005656m,57080914,57197867
Doryteuthis,Dpe08,Dopeav2029340m,82487858,82496780
Doryteuthis,Dpe14,Dopeav2049401m,46775814,46824843
Doryteuthis,Dpe29,Dopeav2096652m,37120745,37305612
Doryteuthis,Dpe29,Dopeav2098303m,84371905,84400463
Doryteuthis,Dpe41,Dopeav2127424m,46116544,46116995
Doryteuthis,Dpe31,Dopeav2101166m,2682613,2689878
Doryteuthis,Dpe03,Dopeav2009281m,35168763,35169566
Doryteuthis,Dpe29,Dopeav2096429m,27436282,27496455
Doryteuthis,Dpe30,Dopeav2100568m,66589631,66599966
Doryteuthis,Dpe23,Dopeav2080022m,80824671,81009634
Doryteuthis,Dpe03,Dopeav2010878m,103065683,103104503
Doryteuthis,Dpe22,Dopeav2075537m,21256966,21258620
Doryteuthis,Dpe17,Dopeav2062362m,94683147,94719622
Doryteuthis,Dpe02,Dopeav2007976m,138770109,138770548
Doryteuthis,Dpe44,Dopeav2132377m,18425451,18473251
Doryteuthis,Dpe07,Dopeav2025102m,60825868,60876656
Doryteuthis,Dpe05,Dopeav2019192m,120805195,120805659
Doryteuthis,Dpe41,Dopeav2126756m,27910871,28175404
Doryteuthis,Dpe42,Dopeav2129769m,52140230,52141177
Doryteuthis,Dpe24,Dopeav2082424m,57282534,57413181
Doryteuthis,Dpe36,Dopeav2115036m,18798816,18840154
Doryteuthis,Dpe41,Dopeav2127703m,52678426,52687251
Doryteuthis,Dpe05,Dopeav2016254m,10179248,10249772
Doryteuthis,Dpe43,Dopeav2131142m,34185804,34206107
Doryteuthis,Dpe15,Dopeav2054495m,84104985,84105815
Doryteuthis,Dpe07,Dopeav2025859m,87119584,87201597
Doryteuthis,Dpe15,Dopeav2051616m,9577401,9751437
Doryteuthis,Dpe15,Dopeav2055782m,110344962,110436963
Doryteuthis,Dpe09,Dopeav2031923m,52238542,52239198
Doryteuthis,Dpe03,Dopeav2009488m,43171532,43171900
Doryteuthis,Dpe28,Dopeav2093960m,43028535,43030092
Doryteuthis,Dpe05,Dopeav2016215m,8196436,8304362
Doryteuthis,Dpe38,Dopeav2119592m,9906353,10143012
Doryteuthis,Dpe15,Dopeav2054553m,85025254,85025544
Doryteuthis,Dpe46,Dopeav2135781m,18801421,18864096
Doryteuthis,Dpe34,Dopeav2110557m,32222120,32253438
Doryteuthis,Dpe14,Dopeav2049729m,63123166,63142348
Doryteuthis,Dpe15,Dopeav2055550m,105937380,105938495
Doryteuthis,Dpe01,Dopeav2001289m,48742455,48746219
Doryteuthis,Dpe07,Dopeav2024945m,54074281,54075239
Doryteuthis,Dpe32,Dopeav2106151m,70992882,70994430
Doryteuthis,Dpe09,Dopeav2030632m,7810774,8216480
Doryteuthis,Dpe37,Dopeav2118812m,51131884,51238280
Doryteuthis,Dpe09,Dopeav2031542m,41555260,41587580
Doryteuthis,Dpe08,Dopeav2028745m,64663810,64664891
Doryteuthis,Dpe12,Dopeav2043258m,67179364,67191231
Doryteuthis,Dpe18,Dopeav2065068m,70557885,70560030
Doryteuthis,Dpe16,Dopeav2058565m,80345247,80346383
Doryteuthis,Dpe09,Dopeav2032158m,62393897,62518710
Doryteuthis,Dpe23,Dopeav2079979m,79942978,79943181
Doryteuthis,Dpe11,Dopeav2040317m,99927654,99927866
Doryteuthis,Dpe13,Dopeav2047557m,96686123,96726809
Doryteuthis,Dpe16,Dopeav2059149m,107129209,107202379
Doryteuthis,Dpe26,Dopeav2089162m,82559011,82560870
Doryteuthis,Dpe01,Dopeav2001510m,59764841,59765083
Doryteuthis,Dpe11,Dopeav2039924m,88401045,88402103
Doryteuthis,Dpe23,Dopeav2080113m,84581834,84582648
Doryteuthis,Dpe11,Dopeav2037910m,20777285,20830362
Doryteuthis,Dpe01,Dopeav2000535m,21869523,21869783
Doryteuthis,Dpe43,Dopeav2130357m,11450695,11592081
Doryteuthis,Dpe12,Dopeav2043878m,86731923,87035702
Doryteuthis,Dpe11,Dopeav2037966m,22905956,22928501
Doryteuthis,Dpe35,Dopeav2113141m,34847588,34880357
Doryteuthis,Dpe01,Dopeav2001645m,65231972,65233075
Doryteuthis,Dpe26,Dopeav2087273m,16449129,16449765
Doryteuthis,Dpe19,Dopeav2066260m,1667164,1711534
Doryteuthis,Dpe16,Dopeav2058138m,66535316,66561599
Doryteuthis,Dpe41,Dopeav2126732m,27559198,27854858
Doryteuthis,Dpe29,Dopeav2097415m,56974317,57129060
Doryteuthis,Dpe36,Dopeav2114979m,16929769,16962015
Doryteuthis,Dpe12,Dopeav2041706m,12669361,12713885
Doryteuthis,Dpe10,Dopeav2035168m,45677435,45682527
Doryteuthis,Dpe21,Dopeav2074184m,79258534,79259032
Doryteuthis,Dpe02,Dopeav2007942m,137599098,137662199
Doryteuthis,Dpe18,Dopeav2065974m,100065693,100067269
Doryteuthis,Dpe15,Dopeav2052516m,35389113,35396561
Doryteuthis,Dpe21,Dopeav2073161m,47100285,47161030
Doryteuthis,Dpe40,Dopeav2124816m,38018765,38067893
Doryteuthis,Dpe25,Dopeav2084142m,14829068,15047740
Doryteuthis,Dpe10,Dopeav2036705m,106877825,106913746
Doryteuthis,Dpe24,Dopeav2083353m,88628385,88628504
Doryteuthis,Dpe39,Dopeav2123092m,51574546,51574818
Doryteuthis,scDpe0113,Dopeav2136720m,283211,283591
Doryteuthis,Dpe39,Dopeav2122369m,30773684,30773944
Doryteuthis,Dpe15,Dopeav2054169m,76132635,76143369
Doryteuthis,Dpe20,Dopeav2069762m,34473527,34535734
Doryteuthis,Dpe04,Dopeav2012683m,21718398,21767614
Doryteuthis,Dpe06,Dopeav2021190m,48944944,48983855
Doryteuthis,Dpe27,Dopeav2091977m,70538832,70573636
Doryteuthis,Dpe06,Dopeav2023424m,126904251,126908402
Doryteuthis,Dpe06,Dopeav2020586m,27364377,27389557
Doryteuthis,Dpe25,Dopeav2085905m,65365530,65366483
Doryteuthis,Dpe36,Dopeav2115689m,35047395,35049809
Doryteuthis,Dpe18,Dopeav2063140m,10450948,10526360
Doryteuthis,Dpe17,Dopeav2061375m,63820076,63833022
Doryteuthis,Dpe13,Dopeav2045823m,33333619,33481806
Doryteuthis,Dpe02,Dopeav2005722m,59272545,59564915
Doryteuthis,Dpe15,Dopeav2055644m,107406431,107406889
Doryteuthis,Dpe15,Dopeav2053677m,64279609,64294384
Doryteuthis,Dpe18,Dopeav2063661m,28730554,28774887
Doryteuthis,Dpe09,Dopeav2033199m,100604206,100638319
Doryteuthis,Dpe39,Dopeav2121588m,9328184,9339064
Doryteuthis,Dpe37,Dopeav2118442m,38068316,38172042
Doryteuthis,Dpe06,Dopeav2021997m,79435790,79455986
Doryteuthis,Dpe14,Dopeav2049086m,33632872,33633828
Doryteuthis,Dpe21,Dopeav2072076m,7207272,7207987
Doryteuthis,Dpe05,Dopeav2016787m,28429818,28506343
Doryteuthis,Dpe09,Dopeav2031576m,42491331,42542764
Doryteuthis,Dpe11,Dopeav2039384m,72822626,72862129
Doryteuthis,Dpe39,Dopeav2121590m,9399542,9417596
Doryteuthis,Dpe38,Dopeav2120873m,54536744,54582136
Doryteuthis,Dpe04,Dopeav2013317m,47630503,47632214
Doryteuthis,Dpe27,Dopeav2090393m,26812574,26814712
Doryteuthis,Dpe01,Dopeav2002867m,109207871,109441452
Doryteuthis,Dpe42,Dopeav2128949m,27005218,27128694
Doryteuthis,Dpe09,Dopeav2030656m,9026526,9100918
Doryteuthis,Dpe35,Dopeav2112577m,14308613,14310174
Doryteuthis,Dpe11,Dopeav2039892m,87435149,87576306
Doryteuthis,Dpe29,Dopeav2097454m,58259165,58292015
Doryteuthis,Dpe02,Dopeav2007334m,114171874,114172161
Doryteuthis,Dpe29,Dopeav2097046m,47847677,47969187
Doryteuthis,Dpe18,Dopeav2064684m,59612810,59758532
Doryteuthis,Dpe46,Dopeav2135568m,12604988,12648396
Doryteuthis,Dpe22,Dopeav2076241m,42701672,42701899
Doryteuthis,Dpe41,Dopeav2127735m,53277432,53277973
Doryteuthis,Dpe31,Dopeav2101314m,8324216,8395969
Doryteuthis,Dpe05,Dopeav2019898m,145417622,145490417
Doryteuthis,Dpe17,Dopeav2062568m,101488891,101603153
Doryteuthis,Dpe05,Dopeav2019880m,144902373,144904192
Doryteuthis,Dpe30,Dopeav2099620m,34504133,34507769
Doryteuthis,Dpe41,Dopeav2126396m,18341239,18417987
Doryteuthis,Dpe23,Dopeav2080019m,80771076,80771853
Doryteuthis,Dpe20,Dopeav2071535m,97151582,97151932
Doryteuthis,Dpe43,Dopeav2131137m,34084853,34154917
Doryteuthis,Dpe19,Dopeav2067844m,61248772,61249191
Doryteuthis,Dpe43,Dopeav2130346m,11177072,11185716
Doryteuthis,Dpe25,Dopeav2084418m,22753900,22758234
Doryteuthis,Dpe26,Dopeav2087002m,8030908,8031795
Doryteuthis,Dpe08,Dopeav2029144m,75757303,75758691
Doryteuthis,Dpe02,Dopeav2005416m,50145096,50165834
Doryteuthis,Dpe41,Dopeav2126226m,13566372,13621580
Doryteuthis,Dpe23,Dopeav2079800m,71919554,71998883
Doryteuthis,Dpe38,Dopeav2120404m,38574580,38591165
Doryteuthis,Dpe15,Dopeav2053726m,65183275,65183514
Doryteuthis,Dpe02,Dopeav2005460m,50546400,50568496
Doryteuthis,Dpe10,Dopeav2036071m,81572921,81594647
Doryteuthis,Dpe32,Dopeav2105954m,64415051,64415257
Doryteuthis,Dpe04,Dopeav2012648m,21103124,21136262
Doryteuthis,Dpe13,Dopeav2046430m,53339522,53351335
Doryteuthis,Dpe11,Dopeav2037702m,11904013,11992847
Doryteuthis,Dpe15,Dopeav2052050m,22522830,22590157
Doryteuthis,Dpe05,Dopeav2016403m,14784159,14785100
Doryteuthis,Dpe44,Dopeav2132509m,22022774,22146696
Doryteuthis,Dpe32,Dopeav2106015m,66109790,66169662
Doryteuthis,Dpe25,Dopeav2085192m,46482981,46483529
Doryteuthis,Dpe12,Dopeav2043638m,77857913,78073037
Doryteuthis,Dpe44,Dopeav2132352m,18052227,18053465
Doryteuthis,Dpe09,Dopeav2033664m,119372900,119373208
Doryteuthis,Dpe45,Dopeav2135103m,43684586,43694489
Doryteuthis,Dpe18,Dopeav2063956m,40705895,40761140
Doryteuthis,Dpe21,Dopeav2073693m,63542443,63665354
Doryteuthis,Dpe02,Dopeav2006945m,98312629,98403588
Doryteuthis,Dpe25,Dopeav2084609m,29290124,29356201
Doryteuthis,Dpe12,Dopeav2041962m,19958719,20114957
Doryteuthis,Dpe22,Dopeav2075542m,21515599,21523505
Doryteuthis,Dpe33,Dopeav2107674m,26392309,26392548
Doryteuthis,Dpe09,Dopeav2032246m,66075457,66076212
Doryteuthis,Dpe45,Dopeav2134100m,14718119,14872451
Doryteuthis,Dpe24,Dopeav2082735m,67738494,67817918
Doryteuthis,Dpe05,Dopeav2018299m,87252267,87253163
Doryteuthis,Dpe41,Dopeav2127181m,38794453,38834932
Doryteuthis,Dpe21,Dopeav2074127m,77410530,77558854
Doryteuthis,Dpe28,Dopeav2094427m,58516256,58547956
Doryteuthis,Dpe02,Dopeav2005236m,43583558,43609974
Doryteuthis,Dpe24,Dopeav2082625m,64338729,64345760
Doryteuthis,Dpe37,Dopeav2118829m,51404284,51456444
Doryteuthis,Dpe39,Dopeav2121543m,8500477,8500930
Doryteuthis,Dpe15,Dopeav2054694m,87742220,87742675
Doryteuthis,Dpe09,Dopeav2031265m,28131644,28257121
Doryteuthis,Dpe15,Dopeav2055854m,112117454,112118011
Doryteuthis,Dpe27,Dopeav2089868m,10615938,10701801
Doryteuthis,Dpe02,Dopeav2006699m,88745565,88774618
Doryteuthis,Dpe13,Dopeav2046589m,57821040,57994945
Doryteuthis,Dpe10,Dopeav2035971m,76711944,76729107
Doryteuthis,Dpe44,Dopeav2132974m,34310758,34326217
Doryteuthis,Dpe06,Dopeav2023487m,129381192,129467213
Doryteuthis,Dpe37,Dopeav2117763m,18841183,18856716
Doryteuthis,Dpe46,Dopeav2136462m,38707932,38708795
Doryteuthis,Dpe13,Dopeav2047572m,97069098,97094527
Doryteuthis,Dpe32,Dopeav2105915m,63523956,63578247
Doryteuthis,Dpe20,Dopeav2069420m,24144201,24206378
Doryteuthis,Dpe21,Dopeav2073978m,71842816,71843354
Doryteuthis,Dpe15,Dopeav2053837m,68072244,68072603
Doryteuthis,Dpe20,Dopeav2070999m,77886062,78033481
Doryteuthis,Dpe36,Dopeav2115675m,34619798,34852606
Doryteuthis,Dpe32,Dopeav2105372m,46003526,46034437
Doryteuthis,Dpe09,Dopeav2030846m,15724816,15738652
Doryteuthis,Dpe17,Dopeav2061700m,72826991,73147522
Doryteuthis,Dpe14,Dopeav2049259m,39992297,39992521
Doryteuthis,Dpe08,Dopeav2027600m,14489460,14529453
Doryteuthis,Dpe09,Dopeav2030647m,8647012,8701063
Doryteuthis,Dpe11,Dopeav2040955m,119447470,119473872
Doryteuthis,Dpe37,Dopeav2119081m,60540571,60556680
Doryteuthis,scDpe0917,Dopeav2138129m,19522,35573
Doryteuthis,Dpe32,Dopeav2104459m,18633427,18633807
Doryteuthis,Dpe08,Dopeav2028113m,41708919,41709176
Doryteuthis,Dpe29,Dopeav2097655m,64888199,64948860
Doryteuthis,Dpe16,Dopeav2056916m,24385799,24469842
Doryteuthis,Dpe18,Dopeav2063932m,39586924,39663543
Doryteuthis,Dpe32,Dopeav2104622m,23786008,23787244
Doryteuthis,Dpe07,Dopeav2026095m,93770359,93783199
Doryteuthis,Dpe41,Dopeav2126201m,13255582,13279362
Doryteuthis,Dpe44,Dopeav2132336m,17583107,17604515
Doryteuthis,Dpe17,Dopeav2061668m,72154929,72246360
Doryteuthis,Dpe35,Dopeav2113456m,45708964,45730909
Doryteuthis,Dpe02,Dopeav2005846m,62890114,62908375
Doryteuthis,Dpe14,Dopeav2050371m,89929236,90033281
Doryteuthis,Dpe17,Dopeav2060367m,31683682,31690108
Doryteuthis,Dpe25,Dopeav2083793m,5399134,5423977
Doryteuthis,Dpe08,Dopeav2030045m,111822674,111842085
Doryteuthis,Dpe04,Dopeav2013914m,68569608,68569985
Doryteuthis,Dpe08,Dopeav2029393m,83792284,83822122
Doryteuthis,Dpe01,Dopeav2003674m,138972447,138995671
Doryteuthis,Dpe02,Dopeav2005647m,57014699,57080066
Doryteuthis,Dpe43,Dopeav2131418m,41698553,41714059
Doryteuthis,Dpe15,Dopeav2051432m,3944989,3946201
Doryteuthis,Dpe21,Dopeav2073064m,42932929,42934414
Doryteuthis,Dpe07,Dopeav2025649m,80399624,80435050
Doryteuthis,Dpe15,Dopeav2055445m,102946474,102947564
Doryteuthis,Dpe36,Dopeav2116170m,49231288,49279212
Doryteuthis,Dpe11,Dopeav2039987m,90443658,90508827
Doryteuthis,Dpe27,Dopeav2091952m,69959358,70101233
Doryteuthis,Dpe34,Dopeav2111726m,68374774,68463810
Doryteuthis,Dpe33,Dopeav2107029m,9549812,9692950
Doryteuthis,Dpe29,Dopeav2095975m,12900514,12904298
Doryteuthis,Dpe22,Dopeav2075576m,22624793,22651920
Doryteuthis,Dpe08,Dopeav2028482m,54445067,54460579
Doryteuthis,Dpe15,Dopeav2052864m,43621629,43847007
Doryteuthis,Dpe15,Dopeav2055274m,99467614,99469049
Doryteuthis,Dpe40,Dopeav2124564m,30211076,30220109
Doryteuthis,Dpe40,Dopeav2124457m,26945865,26946809
Doryteuthis,Dpe15,Dopeav2053247m,53784571,53839295
Doryteuthis,Dpe05,Dopeav2016570m,20510225,20594296
Doryteuthis,Dpe15,Dopeav2055016m,94289112,94289367
Doryteuthis,Dpe15,Dopeav2054063m,73922752,73923234
Doryteuthis,Dpe15,Dopeav2055060m,95239524,95241146
Doryteuthis,Dpe43,Dopeav2131211m,36523543,36601807
Doryteuthis,Dpe03,Dopeav2008844m,18002391,18035687
Doryteuthis,Dpe04,Dopeav2013763m,64967178,64967405
Doryteuthis,Dpe28,Dopeav2094121m,47972301,48102012
Doryteuthis,Dpe13,Dopeav2046918m,69311746,69312354
Doryteuthis,Dpe41,Dopeav2127487m,47802432,47802735
Doryteuthis,Dpe11,Dopeav2038331m,33833917,33895651
Doryteuthis,Dpe11,Dopeav2038318m,33726875,33788215
Doryteuthis,Dpe06,Dopeav2023625m,134531205,134537999
Doryteuthis,Dpe20,Dopeav2070289m,53038411,53075740
Doryteuthis,Dpe34,Dopeav2110546m,31687229,31763869
Doryteuthis,Dpe45,Dopeav2133651m,1405321,1405935
Doryteuthis,Dpe41,Dopeav2126408m,18680479,18729544
Doryteuthis,Dpe23,Dopeav2079985m,80112702,80185462
Doryteuthis,Dpe46,Dopeav2135362m,6277182,6283964
Doryteuthis,Dpe29,Dopeav2096256m,22374956,22376594
Doryteuthis,Dpe08,Dopeav2028022m,35118520,35338676
Doryteuthis,Dpe16,Dopeav2058276m,71159643,71207167
Doryteuthis,Dpe01,Dopeav2001444m,55467096,55528124
Doryteuthis,Dpe15,Dopeav2056167m,121073122,121077134
Doryteuthis,Dpe02,Dopeav2007130m,106326948,106420001
Doryteuthis,Dpe20,Dopeav2070047m,44563022,44578539
Doryteuthis,Dpe09,Dopeav2032836m,89984713,89993907
Doryteuthis,Dpe37,Dopeav2118437m,38037195,38172042
Doryteuthis,Dpe14,Dopeav2050264m,85988005,86096286
Doryteuthis,Dpe02,Dopeav2005961m,66078651,66113008
Doryteuthis,Dpe29,Dopeav2097614m,63537912,63544842
Doryteuthis,Dpe20,Dopeav2071168m,83197326,83199936
Doryteuthis,Dpe35,Dopeav2112780m,21994107,21994684
Doryteuthis,Dpe24,Dopeav2082487m,59557474,59609577
Doryteuthis,Dpe42,Dopeav2129650m,47992695,48008459
Doryteuthis,Dpe22,Dopeav2077350m,85373467,85374567
Doryteuthis,Dpe10,Dopeav2036623m,103341029,103346253
Doryteuthis,Dpe27,Dopeav2092031m,72410133,72410744
