DoryGENE,EupGENE
Dopeav2026211m,cluster_15250
Dopeav2105365m,cluster_11692
Dopeav2126686m,cluster_19798
Dopeav2062140m,cluster_5655
Dopeav2130854m,cluster_22344
Dopeav2080493m,cluster_10756
Dopeav2105719m,cluster_15520
Dopeav2042568m,cluster_13858
Dopeav2026995m,cluster_2067
Dopeav2037925m,cluster_6756
Dopeav2104270m,cluster_27282
Dopeav2053608m,cluster_24972
Dopeav2082735m,cluster_5877
Dopeav2113451m,cluster_10102
Dopeav2067612m,cluster_4297
Dopeav2087508m,cluster_10848
Dopeav2001726m,cluster_6441
Dopeav2030323m,cluster_29105
Dopeav2013297m,cluster_13736
Dopeav2068883m,cluster_20257
Dopeav2044405m,cluster_13888
Dopeav2108718m,cluster_7901
Dopeav2082323m,cluster_15154
Dopeav2084702m,cluster_10752
Dopeav2061368m,cluster_8046
Dopeav2039739m,cluster_24505
Dopeav2076249m,cluster_5459
Dopeav2028439m,cluster_7912
Dopeav2110511m,cluster_3040
Dopeav2008800m,cluster_9513
Dopeav2064558m,cluster_4473
Dopeav2079974m,cluster_21000
Dopeav2047179m,cluster_8314
Dopeav2025742m,cluster_5582
Dopeav2049851m,cluster_2761
Dopeav2033422m,cluster_4177
Dopeav2124582m,cluster_24586
Dopeav2041554m,cluster_284
Dopeav2022701m,cluster_23559
Dopeav2060387m,cluster_4756
Dopeav2040524m,cluster_8240
Dopeav2038827m,cluster_13112
Dopeav2087488m,cluster_2506
Dopeav2104103m,cluster_8850
Dopeav2096987m,cluster_9342
Dopeav2115510m,cluster_7264
Dopeav2052533m,cluster_13564
Dopeav2019086m,cluster_10242
Dopeav2016630m,cluster_5353
Dopeav2137120m,cluster_24664
Dopeav2128085m,cluster_12807
Dopeav2085951m,cluster_21092
Dopeav2007097m,cluster_26314
Dopeav2122128m,cluster_6790
Dopeav2122772m,cluster_23909
Dopeav2016160m,cluster_27399
Dopeav2082269m,cluster_4515
Dopeav2002368m,cluster_9238
Dopeav2098902m,cluster_21238
Dopeav2039016m,cluster_3411
Dopeav2049404m,cluster_9820
Dopeav2130279m,cluster_11148
Dopeav2083086m,cluster_4588
Dopeav2000756m,cluster_5957
Dopeav2116170m,cluster_2003
Dopeav2012816m,cluster_9681
Dopeav2062594m,cluster_2458
Dopeav2049659m,cluster_20164
Dopeav2094144m,cluster_23
Dopeav2122591m,cluster_16519
Dopeav2124169m,cluster_25747
Dopeav2105584m,cluster_6345
Dopeav2058908m,cluster_4870
Dopeav2128390m,cluster_4887
Dopeav2005426m,cluster_6708
Dopeav2020483m,cluster_23548
Dopeav2101820m,cluster_15637
Dopeav2118691m,cluster_23661
Dopeav2001293m,cluster_13900
Dopeav2125923m,cluster_28611
Dopeav2040487m,cluster_18355
Dopeav2069628m,cluster_4546
Dopeav2039383m,cluster_5832
Dopeav2103585m,cluster_264
Dopeav2022875m,cluster_11780
Dopeav2038296m,cluster_23346
Dopeav2116173m,cluster_1123
Dopeav2093188m,cluster_6824
Dopeav2032058m,cluster_14099
Dopeav2106934m,cluster_6553
Dopeav2135583m,cluster_9375
Dopeav2021442m,cluster_7736
Dopeav2007054m,cluster_8585
Dopeav2074986m,cluster_9574
Dopeav2037050m,cluster_3211
Dopeav2041706m,cluster_5880
Dopeav2070100m,cluster_3146
Dopeav2096484m,cluster_27375
Dopeav2018097m,cluster_13945
Dopeav2088640m,cluster_2051
Dopeav2120401m,cluster_10682
Dopeav2080114m,cluster_23513
Dopeav2055964m,cluster_2207
Dopeav2122339m,cluster_9477
Dopeav2045418m,cluster_6612
Dopeav2098899m,cluster_4610
Dopeav2093146m,cluster_25339
Dopeav2004668m,cluster_27957
Dopeav2045586m,cluster_19554
Dopeav2084084m,cluster_4296
Dopeav2011922m,cluster_17673
Dopeav2135923m,cluster_1644
Dopeav2105161m,cluster_24815
Dopeav2128297m,cluster_23511
Dopeav2049387m,cluster_3769
Dopeav2093827m,cluster_24810
Dopeav2119065m,cluster_4026
Dopeav2129275m,cluster_19067
Dopeav2018267m,cluster_16435
Dopeav2105631m,cluster_24535
Dopeav2080025m,cluster_20960
Dopeav2106026m,cluster_15184
Dopeav2028451m,cluster_3597
Dopeav2107691m,cluster_25933
Dopeav2124573m,cluster_22882
Dopeav2073796m,cluster_23997
Dopeav2037053m,cluster_7510
Dopeav2056146m,cluster_15020
Dopeav2096527m,cluster_7488
Dopeav2093296m,cluster_15176
Dopeav2104282m,cluster_25900
Dopeav2032025m,cluster_11569
Dopeav2094257m,cluster_8398
Dopeav2056215m,cluster_19711
Dopeav2028827m,cluster_23914
Dopeav2103567m,cluster_12782
Dopeav2067963m,cluster_4232
Dopeav2054475m,cluster_8489
Dopeav2065318m,cluster_27948
Dopeav2018971m,cluster_8022
Dopeav2111264m,cluster_10696
Dopeav2093077m,cluster_454
Dopeav2111126m,cluster_864
Dopeav2083825m,cluster_6056
Dopeav2129017m,cluster_7037
Dopeav2130668m,cluster_11181
Dopeav2015915m,cluster_223
Dopeav2120564m,cluster_15197
Dopeav2077843m,cluster_4873
Dopeav2094243m,cluster_126
Dopeav2033835m,cluster_22352
Dopeav2023487m,cluster_6026
Dopeav2088964m,cluster_9847
Dopeav2105470m,cluster_11965
Dopeav2096639m,cluster_27191
Dopeav2042075m,cluster_26954
Dopeav2020100m,cluster_11878
Dopeav2067052m,cluster_28800
Dopeav2058703m,cluster_7487
Dopeav2005460m,cluster_4220
Dopeav2097913m,cluster_22789
Dopeav2020574m,cluster_2698
Dopeav2008024m,cluster_9035
Dopeav2014359m,cluster_22842
Dopeav2122499m,cluster_21749
Dopeav2040382m,cluster_18999
Dopeav2084002m,cluster_11356
Dopeav2088121m,cluster_3085
Dopeav2089767m,cluster_3688
Dopeav2025409m,cluster_9876
Dopeav2120329m,cluster_24944
Dopeav2011324m,cluster_9504
Dopeav2090315m,cluster_11936
Dopeav2025654m,cluster_9776
Dopeav2099872m,cluster_3784
Dopeav2128344m,cluster_9917
Dopeav2012839m,cluster_2640
Dopeav2058074m,cluster_5374
Dopeav2063265m,cluster_20707
Dopeav2042681m,cluster_15802
Dopeav2071294m,cluster_20255
Dopeav2137177m,cluster_11433
Dopeav2008115m,cluster_5988
Dopeav2001437m,cluster_6622
Dopeav2004793m,cluster_4641
Dopeav2091526m,cluster_14525
Dopeav2078215m,cluster_7105
Dopeav2097910m,cluster_12274
Dopeav2096402m,cluster_6711
Dopeav2053169m,cluster_7490
Dopeav2092092m,cluster_21231
Dopeav2021190m,cluster_2929
Dopeav2035714m,cluster_27812
Dopeav2022606m,cluster_4967
Dopeav2088694m,cluster_16432
Dopeav2127177m,cluster_24675
Dopeav2006704m,cluster_9680
Dopeav2127166m,cluster_4143
Dopeav2096104m,cluster_7898
Dopeav2067575m,cluster_288
Dopeav2024975m,cluster_4683
Dopeav2079751m,cluster_5490
Dopeav2041992m,cluster_19203
Dopeav2041247m,cluster_158
Dopeav2130329m,cluster_8148
Dopeav2091306m,cluster_14134
Dopeav2043269m,cluster_9885
Dopeav2033524m,cluster_26425
Dopeav2031933m,cluster_23585
Dopeav2106143m,cluster_26591
Dopeav2041864m,cluster_10476
Dopeav2099415m,cluster_6925
Dopeav2037692m,cluster_4301
Dopeav2041018m,cluster_8801
Dopeav2035976m,cluster_9119
Dopeav2056870m,cluster_23843
Dopeav2067842m,cluster_2557
Dopeav2056023m,cluster_2047
Dopeav2089785m,cluster_10811
Dopeav2075501m,cluster_2754
Dopeav2098304m,cluster_13436
Dopeav2049482m,cluster_3490
Dopeav2115667m,cluster_13275
Dopeav2016057m,cluster_7375
Dopeav2041197m,cluster_9006
Dopeav2082574m,cluster_1419
Dopeav2114764m,cluster_5555
Dopeav2026256m,cluster_25468
Dopeav2131346m,cluster_5183
Dopeav2115137m,cluster_13012
Dopeav2036703m,cluster_1166
Dopeav2034986m,cluster_1060
Dopeav2056020m,cluster_7951
Dopeav2091757m,cluster_3742
Dopeav2126781m,cluster_14217
Dopeav2044901m,cluster_1920
Dopeav2062410m,cluster_11710
Dopeav2087391m,cluster_14441
Dopeav2027047m,cluster_4998
Dopeav2022317m,cluster_17988
Dopeav2096573m,cluster_7595
Dopeav2071257m,cluster_8950
Dopeav2058199m,cluster_22551
Dopeav2057138m,cluster_3552
Dopeav2041006m,cluster_15778
Dopeav2018797m,cluster_8463
Dopeav2080142m,cluster_6332
Dopeav2011203m,cluster_24396
Dopeav2017680m,cluster_9241
Dopeav2001410m,cluster_6312
Dopeav2035101m,cluster_12563
Dopeav2083568m,cluster_7411
Dopeav2077585m,cluster_3287
Dopeav2064189m,cluster_5221
Dopeav2108601m,cluster_3144
Dopeav2128914m,cluster_20848
Dopeav2124170m,cluster_25748
Dopeav2037129m,cluster_28769
Dopeav2052453m,cluster_7667
Dopeav2044962m,cluster_1884
Dopeav2068178m,cluster_6338
Dopeav2096651m,cluster_10190
Dopeav2094675m,cluster_10995
Dopeav2084784m,cluster_7099
Dopeav2118524m,cluster_4050
Dopeav2087551m,cluster_7367
Dopeav2028546m,cluster_3895
Dopeav2018486m,cluster_8667
Dopeav2065179m,cluster_7981
Dopeav2019994m,cluster_5625
Dopeav2001413m,cluster_14198
Dopeav2131359m,cluster_6694
Dopeav2040370m,cluster_1036
Dopeav2006727m,cluster_26609
Dopeav2050224m,cluster_8807
Dopeav2057181m,cluster_6845
Dopeav2095242m,cluster_6980
Dopeav2028684m,cluster_6385
Dopeav2112426m,cluster_6712
Dopeav2105741m,cluster_15992
Dopeav2029656m,cluster_17058
Dopeav2132191m,cluster_19003
Dopeav2077498m,cluster_24830
Dopeav2132072m,cluster_7810
Dopeav2130263m,cluster_9578
Dopeav2031675m,cluster_25272
Dopeav2010779m,cluster_11543
Dopeav2056928m,cluster_19307
Dopeav2054360m,cluster_728
Dopeav2118369m,cluster_7244
Dopeav2061771m,cluster_6817
Dopeav2077576m,cluster_9356
Dopeav2122191m,cluster_8532
Dopeav2012631m,cluster_12811
Dopeav2004897m,cluster_27131
Dopeav2123893m,cluster_1175
Dopeav2077567m,cluster_5764
Dopeav2083152m,cluster_26098
Dopeav2012272m,cluster_2522
Dopeav2020273m,cluster_1101
Dopeav2103692m,cluster_13154
Dopeav2091160m,cluster_25925
Dopeav2000831m,cluster_16297
Dopeav2094112m,cluster_5800
Dopeav2042889m,cluster_7607
Dopeav2052663m,cluster_26286
Dopeav2079739m,cluster_5908
Dopeav2096461m,cluster_13010
Dopeav2000582m,cluster_6061
Dopeav2098220m,cluster_28700
Dopeav2027129m,cluster_10044
Dopeav2123890m,cluster_2959
Dopeav2035929m,cluster_5257
Dopeav2063739m,cluster_17950
Dopeav2010332m,cluster_14421
Dopeav2096582m,cluster_5434
Dopeav2019134m,cluster_24192
Dopeav2122822m,cluster_16955
Dopeav2019957m,cluster_1558
Dopeav2115113m,cluster_22505
Dopeav2055938m,cluster_17776
Dopeav2097018m,cluster_12833
Dopeav2074126m,cluster_13867
Dopeav2100471m,cluster_22423
Dopeav2004634m,cluster_21620
Dopeav2131211m,cluster_16752
Dopeav2083497m,cluster_3243
Dopeav2089860m,cluster_3171
Dopeav2097452m,cluster_11691
Dopeav2005737m,cluster_11849
Dopeav2040961m,cluster_22542
Dopeav2124608m,cluster_27469
Dopeav2025589m,cluster_13164
Dopeav2097419m,cluster_18777
Dopeav2021869m,cluster_0
Dopeav2063632m,cluster_22463
Dopeav2006601m,cluster_7452
Dopeav2050376m,cluster_979
Dopeav2043843m,cluster_1146
Dopeav2130641m,cluster_6260
Dopeav2101597m,cluster_12771
Dopeav2124363m,cluster_27429
Dopeav2088845m,cluster_4041
Dopeav2079409m,cluster_17977
Dopeav2134118m,cluster_12942
Dopeav2103366m,cluster_20542
Dopeav2097704m,cluster_943
Dopeav2083623m,cluster_5603
Dopeav2113353m,cluster_9428
Dopeav2104309m,cluster_4102
Dopeav2115145m,cluster_27135
Dopeav2127138m,cluster_12207
Dopeav2026914m,cluster_12259
Dopeav2074223m,cluster_5552
Dopeav2113064m,cluster_2321
Dopeav2082421m,cluster_6958
Dopeav2029321m,cluster_1570
Dopeav2072151m,cluster_8727
Dopeav2024691m,cluster_7365
Dopeav2088878m,cluster_2009
Dopeav2094335m,cluster_22640
Dopeav2009918m,cluster_12075
Dopeav2127181m,cluster_5500
Dopeav2132342m,cluster_20313
Dopeav2019119m,cluster_6248
Dopeav2005969m,cluster_7688
Dopeav2073579m,cluster_3394
Dopeav2101718m,cluster_27105
Dopeav2094159m,cluster_23265
Dopeav2135301m,cluster_27596
Dopeav2114131m,cluster_18253
Dopeav2097073m,cluster_5498
Dopeav2016487m,cluster_11932
Dopeav2045469m,cluster_28773
Dopeav2126399m,cluster_25553
Dopeav2016655m,cluster_7507
Dopeav2101658m,cluster_105
Dopeav2020167m,cluster_10599
Dopeav2070053m,cluster_17369
Dopeav2059892m,cluster_27844
Dopeav2125521m,cluster_254
Dopeav2059485m,cluster_23923
Dopeav2132133m,cluster_16308
Dopeav2016369m,cluster_3331
Dopeav2031804m,cluster_4761
Dopeav2057059m,cluster_13955
Dopeav2113350m,cluster_3933
Dopeav2049418m,cluster_301
Dopeav2082637m,cluster_5483
Dopeav2092045m,cluster_4965
Dopeav2113442m,cluster_3376
Dopeav2030637m,cluster_8131
Dopeav2003905m,cluster_6467
Dopeav2134032m,cluster_9925
Dopeav2114066m,cluster_2858
Dopeav2120856m,cluster_13055
Dopeav2083702m,cluster_4908
Dopeav2124844m,cluster_863
Dopeav2046413m,cluster_24772
Dopeav2057980m,cluster_3150
Dopeav2067895m,cluster_6828
Dopeav2067482m,cluster_16683
Dopeav2122342m,cluster_21761
Dopeav2049548m,cluster_15024
Dopeav2060586m,cluster_6322
Dopeav2007402m,cluster_634
Dopeav2091422m,cluster_18082
Dopeav2005904m,cluster_8317
Dopeav2049768m,cluster_5633
Dopeav2001478m,cluster_18896
Dopeav2025751m,cluster_950
Dopeav2018859m,cluster_162
Dopeav2022391m,cluster_359
Dopeav2011106m,cluster_346
Dopeav2035900m,cluster_8666
Dopeav2133846m,cluster_10828
Dopeav2122130m,cluster_27619
Dopeav2106007m,cluster_4442
Dopeav2092078m,cluster_7597
Dopeav2071531m,cluster_28997
Dopeav2070309m,cluster_6894
Dopeav2063985m,cluster_10144
Dopeav2030962m,cluster_1659
Dopeav2114146m,cluster_9572
Dopeav2073160m,cluster_5405
Dopeav2082894m,cluster_8867
Dopeav2020129m,cluster_28427
Dopeav2054987m,cluster_20680
Dopeav2045427m,cluster_9479
Dopeav2112855m,cluster_5595
Dopeav2077735m,cluster_26157
Dopeav2106196m,cluster_1476
Dopeav2028350m,cluster_6087
Dopeav2117704m,cluster_5815
Dopeav2093353m,cluster_14095
Dopeav2067502m,cluster_15093
Dopeav2063929m,cluster_4773
Dopeav2126408m,cluster_9945
Dopeav2131390m,cluster_14850
Dopeav2084858m,cluster_15126
Dopeav2132912m,cluster_160
Dopeav2128703m,cluster_12239
Dopeav2061022m,cluster_13649
Dopeav2031661m,cluster_5071
Dopeav2132098m,cluster_22886
Dopeav2056144m,cluster_19715
Dopeav2051599m,cluster_5959
Dopeav2093294m,cluster_3682
Dopeav2037366m,cluster_428
Dopeav2028512m,cluster_3731
Dopeav2040306m,cluster_4625
Dopeav2008779m,cluster_5408
Dopeav2039158m,cluster_14755
Dopeav2073948m,cluster_29166
Dopeav2018274m,cluster_6037
Dopeav2028064m,cluster_10610
Dopeav2000797m,cluster_24623
Dopeav2093144m,cluster_25337
Dopeav2012186m,cluster_747
Dopeav2050744m,cluster_2392
Dopeav2084086m,cluster_6847
Dopeav2021991m,cluster_27368
Dopeav2088580m,cluster_6508
Dopeav2119592m,cluster_7259
Dopeav2030338m,cluster_1786
Dopeav2069526m,cluster_25228
Dopeav2028353m,cluster_12099
Dopeav2097082m,cluster_5395
Dopeav2055977m,cluster_21830
Dopeav2108549m,cluster_4207
Dopeav2077323m,cluster_24873
Dopeav2099443m,cluster_22418
Dopeav2064649m,cluster_21739
Dopeav2064708m,cluster_4718
Dopeav2082206m,cluster_12091
Dopeav2127093m,cluster_15214
Dopeav2034899m,cluster_3249
Dopeav2068071m,cluster_9381
Dopeav2131085m,cluster_29055
Dopeav2094131m,cluster_13620
Dopeav2040281m,cluster_261
Dopeav2118847m,cluster_7966
Dopeav2011118m,cluster_14128
Dopeav2109719m,cluster_6478
Dopeav2022551m,cluster_1973
Dopeav2114602m,cluster_10976
Dopeav2088920m,cluster_16198
Dopeav2084825m,cluster_23834
Dopeav2015940m,cluster_27701
Dopeav2036729m,cluster_12247
Dopeav2066943m,cluster_7526
Dopeav2054011m,cluster_26394
Dopeav2028738m,cluster_3289
Dopeav2135362m,cluster_267
Dopeav2030753m,cluster_6669
Dopeav2090343m,cluster_22125
Dopeav2031215m,cluster_3435
Dopeav2057166m,cluster_8525
Dopeav2053732m,cluster_27540
Dopeav2084681m,cluster_5232
Dopeav2036344m,cluster_19463
Dopeav2038064m,cluster_612
Dopeav2077896m,cluster_14912
Dopeav2030613m,cluster_22364
Dopeav2112828m,cluster_3158
Dopeav2004566m,cluster_12683
Dopeav2122117m,cluster_22569
Dopeav2004577m,cluster_29186
Dopeav2100465m,cluster_23798
Dopeav2073281m,cluster_26738
Dopeav2011285m,cluster_4667
Dopeav2058433m,cluster_9437
Dopeav2047373m,cluster_3739
Dopeav2129284m,cluster_16484
Dopeav2069757m,cluster_26918
Dopeav2084638m,cluster_1882
Dopeav2030750m,cluster_26853
Dopeav2071020m,cluster_6742
Dopeav2109907m,cluster_29240
Dopeav2083084m,cluster_17739
Dopeav2084075m,cluster_12817
Dopeav2101706m,cluster_8449
Dopeav2111370m,cluster_4352
Dopeav2094451m,cluster_3157
Dopeav2053614m,cluster_26930
Dopeav2061496m,cluster_8113
Dopeav2082610m,cluster_17916
Dopeav2008063m,cluster_8110
Dopeav2137260m,cluster_26016
Dopeav2028442m,cluster_8969
Dopeav2030610m,cluster_20
Dopeav2073986m,cluster_8537
Dopeav2045272m,cluster_2211
Dopeav2022195m,cluster_1546
Dopeav2097299m,cluster_6084
Dopeav2066786m,cluster_13828
Dopeav2104613m,cluster_26096
Dopeav2033975m,cluster_24167
Dopeav2026085m,cluster_2826
Dopeav2072682m,cluster_15983
Dopeav2054169m,cluster_16314
Dopeav2003793m,cluster_17479
Dopeav2080669m,cluster_3115
Dopeav2056243m,cluster_25504
Dopeav2051622m,cluster_3294
Dopeav2064265m,cluster_13317
Dopeav2113081m,cluster_10559
Dopeav2069743m,cluster_12520
Dopeav2116054m,cluster_24085
Dopeav2021870m,cluster_25251
Dopeav2080139m,cluster_1761
Dopeav2032355m,cluster_27217
Dopeav2018170m,cluster_7831
Dopeav2098306m,cluster_21267
Dopeav2122314m,cluster_6770
Dopeav2093240m,cluster_7848
Dopeav2009737m,cluster_8467
Dopeav2038933m,cluster_11173
Dopeav2063158m,cluster_7884
Dopeav2111223m,cluster_1494
Dopeav2051951m,cluster_6986
Dopeav2064095m,cluster_16186
Dopeav2124812m,cluster_3195
Dopeav2066152m,cluster_12570
Dopeav2122533m,cluster_18315
Dopeav2083002m,cluster_5971
Dopeav2073740m,cluster_4280
Dopeav2091835m,cluster_14165
Dopeav2021873m,cluster_2562
Dopeav2033526m,cluster_26427
Dopeav2124486m,cluster_13765
Dopeav2077377m,cluster_24688
Dopeav2001231m,cluster_1161
Dopeav2012406m,cluster_7260
Dopeav2124518m,cluster_7058
Dopeav2134614m,cluster_5753
Dopeav2117436m,cluster_3227
Dopeav2072278m,cluster_16698
Dopeav2124379m,cluster_28734
Dopeav2020585m,cluster_4013
Dopeav2058671m,cluster_13614
Dopeav2048434m,cluster_24452
Dopeav2101662m,cluster_5876
Dopeav2035974m,cluster_5137
Dopeav2104610m,cluster_26095
Dopeav2028193m,cluster_4995
Dopeav2122530m,cluster_6094
Dopeav2069563m,cluster_7040
Dopeav2134448m,cluster_6724
Dopeav2108782m,cluster_6208
Dopeav2006706m,cluster_10670
Dopeav2045470m,cluster_28794
Dopeav2056193m,cluster_19724
Dopeav2131153m,cluster_5619
Dopeav2101343m,cluster_1213
Dopeav2018173m,cluster_29211
Dopeav2114416m,cluster_7955
Dopeav2088172m,cluster_5341
Dopeav2127538m,cluster_5308
Dopeav2026067m,cluster_26436
Dopeav2037500m,cluster_14021
Dopeav2016277m,cluster_24889
Dopeav2058942m,cluster_8233
Dopeav2049734m,cluster_10786
Dopeav2114588m,cluster_6428
Dopeav2102858m,cluster_21878
Dopeav2001196m,cluster_4498
Dopeav2036671m,cluster_13733
Dopeav2127462m,cluster_9407
Dopeav2026076m,cluster_12038
Dopeav2045502m,cluster_13365
Dopeav2118853m,cluster_12039
Dopeav2067427m,cluster_24422
Dopeav2011326m,cluster_910
Dopeav2116267m,cluster_11115
Dopeav2109482m,cluster_25589
Dopeav2134379m,cluster_21854
Dopeav2078512m,cluster_748
Dopeav2130788m,cluster_25620
Dopeav2057120m,cluster_17752
Dopeav2093930m,cluster_4385
Dopeav2105371m,cluster_3727
Dopeav2013003m,cluster_5640
Dopeav2083378m,cluster_9143
Dopeav2049186m,cluster_22282
Dopeav2123965m,cluster_17546
Dopeav2109816m,cluster_29028
Dopeav2121344m,cluster_15919
Dopeav2040563m,cluster_3889
Dopeav2130731m,cluster_15643
Dopeav2126451m,cluster_3252
Dopeav2134812m,cluster_15178
Dopeav2086420m,cluster_4907
Dopeav2063742m,cluster_13036
Dopeav2096229m,cluster_2590
Dopeav2046332m,cluster_10546
Dopeav2024984m,cluster_6344
Dopeav2102552m,cluster_1986
Dopeav2005361m,cluster_15616
Dopeav2056933m,cluster_17124
Dopeav2131433m,cluster_7033
Dopeav2060814m,cluster_10731
Dopeav2060175m,cluster_459
Dopeav2088977m,cluster_7823
Dopeav2058147m,cluster_26643
Dopeav2074107m,cluster_8879
Dopeav2008437m,cluster_9271
Dopeav2013211m,cluster_1069
Dopeav2018749m,cluster_10464
Dopeav2135476m,cluster_11870
Dopeav2138331m,cluster_16819
Dopeav2096642m,cluster_29015
Dopeav2050832m,cluster_21851
Dopeav2074124m,cluster_22981
Dopeav2004636m,cluster_21633
Dopeav2082364m,cluster_18112
Dopeav2073209m,cluster_12168
Dopeav2084862m,cluster_4160
Dopeav2052783m,cluster_28442
Dopeav2082405m,cluster_3652
Dopeav2038917m,cluster_9986
Dopeav2097877m,cluster_5833
Dopeav2132447m,cluster_26056
Dopeav2100370m,cluster_9060
Dopeav2005982m,cluster_25073
Dopeav2012926m,cluster_949
Dopeav2073057m,cluster_11318
Dopeav2096363m,cluster_27163
Dopeav2032151m,cluster_15518
Dopeav2128359m,cluster_28912
Dopeav2056675m,cluster_7080
Dopeav2093081m,cluster_425
Dopeav2023633m,cluster_9806
Dopeav2072673m,cluster_752
Dopeav2037480m,cluster_26704
Dopeav2122798m,cluster_2657
Dopeav2028709m,cluster_2398
Dopeav2094684m,cluster_5173
Dopeav2131914m,cluster_1905
Dopeav2137790m,cluster_14400
Dopeav2020843m,cluster_5697
Dopeav2044320m,cluster_2695
Dopeav2092407m,cluster_12875
Dopeav2104962m,cluster_9675
Dopeav2064423m,cluster_1900
Dopeav2127401m,cluster_14743
Dopeav2006625m,cluster_6018
Dopeav2115239m,cluster_10611
Dopeav2039976m,cluster_18576
Dopeav2028414m,cluster_12045
Dopeav2003462m,cluster_28189
Dopeav2023630m,cluster_18131
Dopeav2045561m,cluster_6860
Dopeav2029558m,cluster_16630
Dopeav2006468m,cluster_9163
Dopeav2096360m,cluster_27164
Dopeav2087542m,cluster_25361
Dopeav2009650m,cluster_13161
Dopeav2023043m,cluster_15342
Dopeav2067719m,cluster_18466
Dopeav2028112m,cluster_13076
Dopeav2062672m,cluster_6492
Dopeav2005828m,cluster_3969
Dopeav2106349m,cluster_15007
Dopeav2048006m,cluster_2903
Dopeav2098579m,cluster_14883
Dopeav2028686m,cluster_7686
Dopeav2109473m,cluster_5284
Dopeav2033160m,cluster_4251
Dopeav2073264m,cluster_12303
Dopeav2096276m,cluster_3787
Dopeav2031955m,cluster_579
Dopeav2053971m,cluster_23485
Dopeav2083141m,cluster_19996
Dopeav2002208m,cluster_4494
Dopeav2093917m,cluster_11182
Dopeav2132798m,cluster_1552
Dopeav2028544m,cluster_3896
Dopeav2010919m,cluster_29147
Dopeav2017760m,cluster_6126
Dopeav2132021m,cluster_2980
Dopeav2049205m,cluster_10720
Dopeav2053118m,cluster_471
Dopeav2115949m,cluster_18615
Dopeav2070047m,cluster_3124
Dopeav2026553m,cluster_23166
Dopeav2061722m,cluster_23398
Dopeav2112587m,cluster_9940
Dopeav2092904m,cluster_7100
Dopeav2130619m,cluster_24122
Dopeav2116229m,cluster_17084
Dopeav2049960m,cluster_14700
Dopeav2067907m,cluster_9024
Dopeav2097441m,cluster_11315
Dopeav2054831m,cluster_29159
Dopeav2083291m,cluster_7701
Dopeav2135505m,cluster_28816
Dopeav2120374m,cluster_14897
Dopeav2023579m,cluster_24984
Dopeav2026029m,cluster_5917
Dopeav2133173m,cluster_19286
Dopeav2088180m,cluster_7655
Dopeav2037099m,cluster_4514
Dopeav2003897m,cluster_17236
Dopeav2137279m,cluster_1152
Dopeav2029632m,cluster_14016
Dopeav2104236m,cluster_27290
Dopeav2002163m,cluster_3159
Dopeav2134620m,cluster_23785
Dopeav2090561m,cluster_3828
Dopeav2006741m,cluster_2259
Dopeav2069765m,cluster_14031
Dopeav2097418m,cluster_514
Dopeav2028095m,cluster_24682
Dopeav2056265m,cluster_4823
Dopeav2057886m,cluster_9350
Dopeav2129297m,cluster_4118
Dopeav2128521m,cluster_27017
